,Compound ID,InChIKey,SMILES,logS,logP,MW
429,C2057,AXVBJXVSFUOBFI-UHFFFAOYSA-N,CN(C)c1ccnc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)n1,-6.981014701,5.0922,477.643
430,C84,QCKHVNQHBOGZER-UHFFFAOYSA-N,Brc1cc(Br)c(Br)cc1Br,-6.98,4.7366,393.696
431,C2058,OLEYTRFQBFZKGQ-SPIKMXEPSA-N,Clc1ccccc1CNCC1CCCC(CNCc2ccccc2Cl)C1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-6.973995178,5.8846,623.521
432,C2059,YWQGBCXVCXMSLJ-UHFFFAOYSA-N,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,-6.968201328,5.0414,346.848
433,C2060,KQNVLZYYDYGQMY-LBCIAOCBSA-M,C=CC1C[N+]2(CCC(C)C)CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Br-],-6.9636335,1.6969,475.462
434,C2061,SPUNGTZJGMXOMY-UHFFFAOYSA-N,Cl.Clc1cnc(SCCCCCCCCCCN2CCSC2)c(Cl)c1,-6.963351711,7.3475,443.925
435,C85,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,Cc1ccc2cc3ccccc3cc2c1,-6.96,4.3014,192.256
436,C86,BJQHLKABXJIVAM-PMACEKPBSA-N,CCCC[C@H](CC)COC(=O)c1ccccc1C(=O)OC[C@@H](CC)CCCC,-6.96,6.433,390.556
437,C2062,DLQDGZNPWADSOS-UHFFFAOYSA-N,CC(CCCCC(C)[NH2+]Cc1ccccc1Cl)[NH2+]Cc1ccccc1Cl.[Cl-].[Cl-],-6.956026899,-1.8342,466.315
438,C2063,SDSMMBWQNDFCEX-UHFFFAOYSA-N,CN(C)CCCNc1nc(-c2cccc(C(Cl)(Cl)Cl)c2)nc(C(Cl)(Cl)Cl)n1,-6.93995814,5.6286,492.058
439,C2064,QPICYTZKVGZMQW-UHFFFAOYSA-L,Cc1cc[n+](CC(=O)c2ccc(-c3ccc(C(=O)C[n+]4ccc(C)cc4)cc3)cc2)cc1.[Br-].[Br-],-6.939747521,-1.6808,582.326
440,C2065,XGWXRNKYSJHAJB-UHFFFAOYSA-N,CSc1ccccc1CNCC1CCC(CNCc2ccccc2SC)CC1.Cl.Cl,-6.936772123,8.202,487.592
441,C2066,PGTFQVODURFDDZ-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(O)(c1cccc2ccccc12)c1cccc2ccccc12.Cl,-6.932520575,5.9159,463.996
442,C2067,LKNZBZWIVXNDBF-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(O)(c1ccc2ccccc2c1)c1ccc2ccccc2c1.Cl,-6.932520575,5.9159,463.996
443,C2068,LAVQJQXAUQINRC-UHFFFAOYSA-N,CCCCc1c(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n(-c2ccccc2)c1=O,-6.928139266,5.2158,502.558
444,C2069,FQVHOULQCKDUCY-OGHXVOSASA-N,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,-6.921845891,2.4328,841.978
445,C2070,CGJVQYXNMYLDBV-UHFFFAOYSA-N,CCC(OC(=O)c1ccccc1)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1.[Cl-],-6.913232985,1.5354,452.028
446,C2071,MNEFHXBPYCMINU-UHFFFAOYSA-N,CCC(OC(=O)c1ccccc1)C(c1ccccc1)(c1ccccc1)C(C)C[NH+](C)C.[Cl-],-6.913232985,1.3929,452.028
447,C2072,IEMOYEITSSERMC-UHFFFAOYSA-N,Cl.O=C(OCCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,-6.906032391,5.5018,405.941
448,C87,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9000001,6.1879,318.025
449,C2073,UYIFTLBWAOGQBI-BZDYCCQFSA-N,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,-6.894428661,5.1228,376.488
450,C88,ZXAGXLDEMUNQSH-UHFFFAOYSA-N,CCc1ccc2cc3ccccc3cc2c1,-6.8899999,4.5554,206.282
451,C89,IAKOZHOLGAGEJT-UHFFFAOYSA-N,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,-6.8899999,5.2059,345.648
452,C2074,IKGXLCMLVINENI-UHFFFAOYSA-M,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC.[Br-],-6.889545925,2.2551,591.416
453,C2075,SLKLQAMVBKKGMQ-UHFFFAOYSA-N,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O.Cl.Cl,-6.885678391,7.5094,509.551
454,C90,GBIHOLCMZGAKNG-ZEQRLZLVSA-N,CC(C)[C@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.8800001,6.62798,451.462
455,C2076,BWHXHUIEBAPNLG-UHFFFAOYSA-N,Clc1ccccc1C[NH2+]CC12CCC(C[NH2+]Cc3ccccc3Cl)(CC1)CC2.[Cl-].[Cl-],-6.878247321,-1.831,490.336
456,C2077,ZKURGBYDCVNWKH-UHFFFAOYSA-N,CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2C(=O)c1ccccc1,-6.876196657,5.3267,389.513
457,C2078,TTZGKMBLWUVGJV-UHFFFAOYSA-N,CC[NH+](CC)CCn1nc2c3c(c(C)ccc31)Sc1cc(Cl)ccc1-2.CS(=O)(=O)[O-],-6.8743909,4.5329,468.032
458,C2079,XYHDHXBLSLSXSR-UHFFFAOYSA-N,Nc1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-6.872415295,6.2327,335.441
459,C2080,CYQFCXCEBYINGO-DLBZAZTESA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@H]21,-6.866134057,5.7358,314.462
460,C2081,LQBRFFKRJLTQIJ-UHFFFAOYSA-N,CCCCCC1=CC=C(O)C2C1OC(C)(C)C1C=CC(C)=CC21,-6.865728364,5.4907,314.462
461,C91,BIWJNBZANLAXMG-GPTKHRSPSA-N,ClC1=C(Cl)[C@]2(Cl)[C@H]3C[C@@H](Cl)[C@H](Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl,-6.8600001,5.6828,409.779
462,C2082,IZZWHVDZJOINFQ-UHFFFAOYSA-N,COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,-6.856121658,4.905,310.175
463,C2083,VYWWNRMSAPEJLS-MDWYKHENSA-N,CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,-6.854324914,3.1575,827.995
464,C2084,CDJOTXFFSDDYFI-SVXKRPBISA-N,CCCC[NH+](CCCC)C(=N)c1ccc(OCC)c2ccccc12.[Cl-],-6.853973504,1.1527,362.937
465,C2085,GRVZGPLWLJJPKF-UHFFFAOYSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,-6.852401585,5.2888,354.509
466,C2086,NRVIEWRSGDDWHP-UHFFFAOYSA-N,Cl.Cl.Clc1ccccc1CNCC1CCC(CNCc2ccccc2Cl)CC1,-6.845936943,8.065,464.299
467,C2087,KFDCKHFUEWIBFZ-UHFFFAOYSA-N,Cl.Cl.Clc1ccc(CNCC2CCC(CNCc3ccc(Cl)cc3)CC2)cc1,-6.845936943,8.065,464.299
468,C2088,RSCWQVUKFNSOHT-UHFFFAOYSA-N,Cl.Cl.Clc1cccc(CNCC2CCC(CNCc3cccc(Cl)c3)CC2)c1,-6.845936943,8.065,464.299
469,C2089,VQWCWQHJLVFEAI-QYVXJREKSA-N,Cl.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccc(-c2ccccc2)cc1)CC3,-6.839338367,7.1002,460.05
470,C2090,XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,-6.83537768,4.9796,399.616
471,C2091,JIFUOEWLEDAAJC-UHFFFAOYSA-N,CN(C)CCN1c2ccccc2Sc2ccc(C(C)(C)C)cc21.Cl,-6.834764233,6.0154,362.96
472,C2092,VYAGDYWTCWDKIS-UHFFFAOYSA-N,CCC(Oc1c(I)cc(I)cc1I)C(=O)O,-6.833160214,3.7424,557.89
473,C2093,TZLVOSZIPXICJI-UHFFFAOYSA-N,Cc1cccc(C)c1C(=O)Oc1ccc(N(CCCl)CCCl)cc1,-6.829816302,4.8066,366.282
474,C2094,UPHWVVKYDQHTCF-UHFFFAOYSA-N,CC(=O)O.CCCCCCCCCCCCCCCCCCN,-6.829526532,6.9978,329.561
475,C2095,TUTHZCGVRIGJOK-HABIVSBTSA-N,Cl.Cl.OCCN1CCN(CC/C=C2\c3cc(Cl)ccc3Sc3ccc(Br)cc32)CC1,-6.828206792,6.4786,552.783
476,C2096,KSOHFVDMHBOJLF-UHFFFAOYSA-N,CC(Cc1ccccc1)NCC1CCC(CNC(C)Cc2ccccc2)CC1.Cl.Cl,-6.826017086,7.6202,451.515
477,C2097,JMTNOKRGERWNME-UHFFFAOYSA-L,CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C.[Cl-].[Cl-],-6.818048442,3.9698,605.892
478,C2098,NRFGEDASJHBPPN-UHFFFAOYSA-N,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,-6.815467205,5.6509,463.571
479,C92,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,-6.8099999,5.5523,256.424
480,C2099,KETJZVQYVUKNHG-UHFFFAOYSA-N,Cl.Clc1ccc(Sc2cc(Cl)ccc2NCCCN2CCCCC2)cc1,-6.807957607,7.2454,431.85
481,C2100,GJFGPQLNCBQNPS-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(CC=C(C)C)CC2,-6.804055841,5.7933,399.954
482,C93,SFTUSTXGTCCSHX-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,-6.8000002,5.9672,291.988
483,C94,GVYLCNUFSHDAAW-DYXRAMCBSA-N,ClC1(Cl)[C@]2(Cl)[C@@]3(Cl)[C@]4(Cl)C(Cl)(Cl)[C@@]5(Cl)[C@](Cl)([C@]1(Cl)[C@]53Cl)[C@]24Cl,-6.8000002,6.223,545.543
484,C2101,APZDIQXJAZNFJM-UHFFFAOYSA-N,CC(CN(C(C)C)C(C)C)OC(=O)N1c2ccccc2Sc2cccnc21.Cl,-6.799869877,6.1952,421.984
485,C2102,DNFFUBYXDRGKLH-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(c2ccc(OC)cc2)C(C)CN(CC)CC)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-6.793754166,7.7028,671.695
486,C2103,QZUCYFDJFTZLNK-UHFFFAOYSA-N,O=C(O)COc1c(I)cc(I)cc1I,-6.790655823,2.9638,529.837
487,C2104,UIFFUZWRFRDZJC-WTGSLCBHSA-N,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@H]1OC(=O)CC(C)C,-6.78989192,4.5802,548.625
488,C2105,SRYJGFZDCPAKOC-LFYAFSDUSA-N,CN(CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21)C1CCCC1.Cl,-6.788105327,7.3028,406.412
489,C2106,XMAYWYJOQHXEEK-OZXSUGGESA-N,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-6.787781038,4.2087,531.431
490,C2107,LFTDPULWBZMYIZ-UHFFFAOYSA-N,O=C(CCN1CCCCC1)Nc1cc(Cl)ccc1Sc1ccc(Cl)cc1,-6.784745668,5.97,409.372
491,C2108,KCGUXDJRVTZQAT-UHFFFAOYSA-N,O=C(CCN1CCCCC1)Nc1ccc(Cl)cc1Sc1ccc(Cl)cc1,-6.784745668,5.97,409.372
492,C2109,QGQNYQWNUGSMAB-UHFFFAOYSA-N,c1ccc2c(NC3CCCCC3)c3ccccc3nc2c1,-6.782546484,5.2056,276.375
493,C95,PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.7800002,6.3872,421.731
494,C2110,LDPFAJVAGABIAZ-MKNSLJMYSA-N,CCC(CC)CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(OC)cc13.O=C(O)[C@H](O)[C@@H](O)C(=O)O,-6.779572452,3.3952,505.644
495,C2111,FZDWNMZVOSEQPI-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2ccc(N(CCBr)CCBr)cc2)cc1,-6.778685458,4.5106,457.156
496,C2112,GWQUZVAKPOUIRG-UHFFFAOYSA-N,COc1cccc(C(=O)Oc2ccc(N(CCBr)CCBr)cc2)c1,-6.778685458,4.5106,457.156
497,C2113,NDYMQXYDSVBNLL-MUYMLXPFSA-N,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,-6.777602371,4.1902,556.687
498,C2114,VDNJCIPRRIYXKZ-UHFFFAOYSA-N,CN(C)C1CCC2(CC1)c1ccccc1CCc1ccccc12.Cl,-6.770500322,5.3775,341.917
499,C2115,JRTCJQVKTRTCOO-LVEZLNDCSA-N,CCCNC(=O)CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-6.767873989,2.621,679.714
500,C2116,BBFQZRXNYIEMAW-UHFFFAOYSA-N,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,-6.764096592,3.8599,341.272
501,C2117,YGRPUMAHIJPCOE-UHFFFAOYSA-N,Cl.Cl.Clc1ccccc1CNCC1=CCC(CNCc2ccccc2Cl)CC1,-6.758570063,7.9851,462.283
502,C2118,HLPPSQPFFGNHHE-HKUYNNGSSA-N,CCN(C)[C@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,-6.755415122,5.0523,372.955
503,C2119,HLPPSQPFFGNHHE-MJGOQNOKSA-N,CCN(C)[C@@H]1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,-6.755415122,5.0523,372.955
504,C2120,HLPPSQPFFGNHHE-IEBWSBKVSA-N,CCN(C)[C@@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,-6.755415122,5.0523,372.955
505,C2121,HLPPSQPFFGNHHE-PKOBYXMFSA-N,CCN(C)[C@H]1CCN([C@@H]2Cc3ccccc3Sc3ccc(Cl)cc32)C1,-6.755415122,5.0523,372.955
506,C1669,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-6.75,5.188,315.86
507,C2122,FQNNIZDWNAHSKK-UHFFFAOYSA-N,C1=CC(CNCC2CCC(CNCC3C=CCCC3)CC2)CCC1.Cl.Cl,-6.745479711,7.0704,403.472
508,C2123,VBGLYOIFKLUMQG-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,-6.741542243,5.7278,310.43
509,C96,SLGBZMMZGDRARJ-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.7399998,5.1462,228.288
510,C2124,DRLLEHPFGRESBT-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,-6.736009183,6.0583,518.927
511,C2125,NKJOXAZJBOMXID-UHFFFAOYSA-N,CCCCCCCCOCCCCCCCC,-6.732951229,5.724,242.441
512,C2126,IBVBFSLPVBAYSV-SRJUEMFDSA-N,C[NH+](C)CC/C=C1/c2ccccc2CCc2ccc(Cl)cc21.[Cl-],-6.730392184,0.4089,348.309
513,C2127,FLKWNFFCSSJANB-UHFFFAOYSA-N,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,-6.73005063,5.32798,492.611
514,C2128,BXHWNSFNMHETHT-UHFFFAOYSA-N,CS(=O)(=O)O.CS(=O)(=O)O.Nc1nccnc1N1CCN(CCC(c2ccccc2)(c2ccccc2)c2ccccc2)CC1,-6.72821982,6.3592,641.801
515,C2129,TZWQBGUNOCNPLF-UHFFFAOYSA-N,Brc1ccc(SCCCCCCCCCCN2CCSC2)nc1.Cl.Cl,-6.728166956,7.6052,490.392
516,C2130,NYVYQBXTIUYRRP-UHFFFAOYSA-N,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1.Cl.Cl,-6.726759709,6.7822,427.494
517,C2131,TXVGQCHMEAUKDG-YGICXTQQSA-N,Cl.Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCC1=CCCCC1)CC3,-6.725499911,6.081,387.986
518,C2132,QETMIYRHIXHGJK-MHTZHOPKSA-N,CCN(CC)CC/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,-6.712689826,7.5446,530.491
519,C2133,DDZPFBBCIRKVTQ-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCC[NH+](CC)CC)c2cccc(OC)c2)cc1.[Cl-],-6.708185268,0.6049,479.052
520,C2134,KRWCIQBJZIARTN-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CC[NH+](CC)CC)c2cccc(OCC)c2)cc1.[Cl-],-6.708185268,0.6049,479.052
521,C2135,RUCMWNQXNTYTFC-LVEZLNDCSA-N,CC(C)NC(=O)CN1CCN(CC2COC3(O2)c2ccccc2C=Cc2ccccc23)CC1.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-6.70522718,2.6194,679.714
522,C97,YJDYCULVYZDESB-HKQXQEGQSA-N,C[C@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,-6.6999998,4.9883,274.441
523,C98,JVHMUUUYNIPCPF-GDLZYMKVSA-N,Cc1cc(O)ccc1O[P@](=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,-6.6999998,5.3735,416.361
524,C2136,JIOPMQJPYHJGJA-UHFFFAOYSA-N,CCCCC1=CC(C)(C)N(C(=O)CN(C)Cc2ccccc2)C(C)(C)C1,-6.699645307,4.9624,356.545
525,C2137,JCKOFFJWBOVAAV-UHFFFAOYSA-N,Cc1cc(C(=O)c2cc(I)c(O)c(I)c2)c(C)o1,-6.698996906,4.0422,468.026
526,C2138,BSVYJQAWONIOOU-UHFFFAOYSA-N,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2.Cl.Cl,-6.696706859,5.9432,483.471
527,C2139,GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-6.690025778,6.3837,471.673
528,C2140,WBERNRVMJQYKKR-UHFFFAOYSA-N,CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,-6.689924547,5.2706,313.396
529,C2141,JFGXCMKVTZAJMD-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCCC(C(O)(c2ccccc2)c2ccccc2)N1,-6.68620951,5.6981,449.583
530,C2142,HATPKJUIWSKCJI-UHFFFAOYSA-M,CCCCC(C(=O)[O-])C(=O)N1c2ccccc2NC(=O)c2ccccc21.[Na+],-6.682323774,2.2415,374.366
531,C99,HKMTVMBEALTRRR-UHFFFAOYSA-N,c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.6799998,4.411,216.277
532,C2143,SHTAFWKOISOCBI-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl,-6.676521367,6.22318,489.048
533,C2144,KVNCMNVGQHEHGC-UHFFFAOYSA-N,CC(C)N(CCSC(=O)N1c2cccnc2Sc2c1cccc2C(F)(F)F)C(C)C,-6.674466653,6.7401,455.56
534,C2145,FRQSLQPWXFAJFO-UHFFFAOYSA-N,CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,-6.665790559,5.2692,354.228
535,C2146,ZOWYFYXTIWQBEP-UHFFFAOYSA-N,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,-6.664874603,5.4204,395.491
536,C2147,CFAPPJQXJQUYNZ-AUUXLREUSA-N,COC(=O)CCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,-6.663362683,6.2869,515.923
537,C2148,LCIYPQCPCSHMJD-UHFFFAOYSA-N,CCCCC1=CC(C)(C)N(C(=O)CN2CCCCCC2)C(C)(C)C1,-6.662327059,4.6443,334.539
538,C2149,RSXZRFHNNTTWCB-UHFFFAOYSA-N,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,-6.661040007,5.7549,345.929
539,C2150,LFYKIVVWZIBLAT-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],-6.652469676,-2.2334,624.422
540,C2151,IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,-6.651070519,5.167,326.429
541,C2152,FUSNMLFNXJSCDI-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,-6.641629837,4.9483,307.409
542,C100,IJFPVINAQGWBRJ-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6399999,6.433,390.556
543,C2153,WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,-6.626588273,5.4568,424.083
544,C2154,RILGWRDUQRNRJM-LBCIAOCBSA-M,C=CC1C[N+]2(CCCCC)CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.[Cl-],-6.625894228,1.841,431.011
545,C2155,GVOUFPWUYJWQSK-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,-6.62420966,5.3032,364.434
546,C2156,HWLKAQICMUZYAG-UHFFFAOYSA-N,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1.Cl.Cl,-6.623184165,7.2708,393.478
547,C101,CVUGPAFCQJIYDT-CYBMUJFWSA-N,Clc1ccc([C@H](c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,-6.6199999,6.4955,354.486
548,C102,LFVLUOAHQIVABZ-UHFFFAOYSA-N,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.6199999,5.1447,412.997
549,C2157,DTVMSQHPXIPLED-BTJKTKAUSA-N,C1=Cc2ccccc2C2(OCC(CN3CCCCC3)O2)c2ccccc21.O=C(O)/C=C\C(=O)O,-6.616859825,3.9225,463.522
550,C2158,BTFMCMVEUCGQDX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,-6.603942653,4.9793,410.572
551,C2159,XSGIUPVGODDVRD-MONHGIHASA-N,Cl.Cl.OCCN1CCN(CC/C=C2\c3ccccc3Sc3cc(I)ccc32)CC1,-6.603086776,5.6673,565.338
552,C2160,YRPPIMNBOSCROA-UHFFFAOYSA-L,CCCCN(CCCC)C(=O)OCC[N+](C)(C)CC.CCCCN(CCCC)C(=O)OCC[N+](C)(C)CC.O=S(=O)([O-])[O-],-6.600804051,5.9858,642.932
553,C2161,NYFGFEHEOLLIMX-UHFFFAOYSA-N,CCCCOc1ccc(OCC(=O)N(CCN2CCCCC2)c2cccc(OC)c2)cc1.Cl,-6.595771238,5.5119,477.036
554,C103,GOHBXWHNJHENRX-UHFFFAOYSA-N,Cc1cc2ccccc2c2ccc3ccccc3c12,-6.5900002,5.4546,242.314
555,C2162,WVYWSPZQGQMPKW-SPIKMXEPSA-N,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,-6.589872472,4.274,641.732
556,C2163,BANLNYYTSYHBAP-UHFFFAOYSA-N,CCCCOC(=O)C=C(CC(=O)OCCCC)C(=O)OCCCC,-6.58275132,3.3328,342.427
557,C2164,XMLGEAMAMPIBRC-UHFFFAOYSA-N,Nc1ccc(N2CCN(CCC(c3ccccc3)(c3ccccc3)c3ccccc3)CC2)nn1,-6.573646979,5.1896,449.59
558,C2165,XQEPSRGXVQDHMK-FJUODKGNSA-N,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Br)cc21.Cl,-6.573234057,6.0991,396.772
559,C2166,XQEPSRGXVQDHMK-KIUKIJHYSA-N,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Br)cc21.Cl,-6.573234057,6.0991,396.772
560,C2167,ZSZDLICNXAEVQW-UHFFFAOYSA-N,CCC1=NCCC1(c1ccccc1)c1ccccc1,-6.570746744,3.663,249.35
561,C104,JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2ccccc12,-6.5700002,4.6098,206.282
562,C105,ZWPVHELAQPIZHO-UHFFFAOYSA-N,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.5700002,5.9672,291.988
563,C106,ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c3ccccc3ccc2c2ccccc12,-6.5700002,5.4546,242.314
564,C2168,FTNWXGFYRHWUKG-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl,-6.564506404,6.1268,388.878
565,C107,YTBRNEUEFCNVHC-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.5599999,4.6604,223.098
566,C2169,FOPVWIQJESKKKW-UHFFFAOYSA-N,CCC(C)NCC1COC2(O1)c1ccccc1CCc1ccccc12.O=C(O)C(=O)O,-6.559051074,3.3363,427.49
567,C2170,YSMRWXYRXBRSND-UHFFFAOYSA-N,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,-6.557682892,6.2567,368.363
